UUID|Id|InPool|Name|Cost|Level|Attack|Health|Game Text|Golden or regular|Type|Subtypes|Keywords
187|SBB_CHARACTER_DARKWOODCREEPER|True|Darkwood Creeper|3|3|0|3|When one of your characters survives damage, give it +1 Attack permanently.|Regular|Character|Evil - Treant|
188|GOLDEN_SBB_CHARACTER_DARKWOODCREEPER|True|Darkwood Creeper|3|3|0|6|When one of your characters survives damage, give it +2 Attack permanently.|Golden|Character|Evil - Treant|
189|SBB_CHARACTER_MONSTAR|True|Ogre Princess|3|3|4|2|<b>Slay:</b> Add a random character to your hand.|Regular|Character|Good - Royal - Monster|Slay
190|GOLDEN_SBB_CHARACTER_MONSTAR|True|Ogre Princess|3|3|8|4|<b>Slay:</b> Add a random character of your level to your hand.|Golden|Character|Good - Royal - Monster|Slay
191|SBB_CHARACTER_DUMBLEDWARF|True|Dubly|3|3|2|2|Double bonuses to my Attack and Health.|Regular|Character|Dwarf|
192|GOLDEN_SBB_CHARACTER_DUMBLEDWARF|True|Triply|3|3|4|4|Triple bonuses to my Attack and Health.|Golden|Character|Dwarf|
193|SBB_CHARACTER_PRIZEDPIG|True|Prized Pig|3|3|3|6|When I survive a brawl, +2 Gold.<b>Last Breath:</b> Give your opponent +1 Gold.|Regular|Character|Animal|LastBreath
194|GOLDEN_SBB_CHARACTER_PRIZEDPIG|True|Prized Pig|3|3|6|12|When I survive a brawl, +4 Gold.<b>Last Breath:</b> Give your opponent +2 Gold.|Golden|Character|Animal|LastBreath
195|SBB_CHARACTER_NIGHTSTALKER|True|Vain-Pire|3|3|4|4|<b>Slay:</b> +1/+1 permanently.|Regular|Character|Evil - Monster|Slay
196|GOLDEN_SBB_CHARACTER_NIGHTSTALKER|True|Vain-Pire|3|3|8|8|<b>Slay:</b> +2/+2 permanently.|Golden|Character|Evil - Monster|Slay
197|SBB_CHARACTER_PRINCESSNIGHT|True|Princess Wight|3|3|3|5|Dwarves in your shop have +1/+1.<b>Quest</b>: Buy 7 Dwarves.|Regular|Character|Evil - Royal|Quest
198|GOLDEN_SBB_CHARACTER_PRINCESSNIGHT|True|Princess Wight|3|3|6|10|Dwarves in your shop have +2/+2.<b>Quest</b>: Buy 7 Dwarves.|Golden|Character|Evil - Royal|Quest
199|SBB_CHARACTER_WRETCHEDMUMMY|True|Wretched Mummy|3|3|2|1|<b>Last Breath:</b> Deal damage equal to my Attack to a random enemy.|Regular|Character|Evil - Monster|LastBreath
200|GOLDEN_SBB_CHARACTER_WRETCHEDMUMMY|True|Wretched Mummy|3|3|4|2|<b>Last Breath:</b> Deal damage equal to double my Attack to a random enemy.|Golden|Character|Evil - Monster|LastBreath
201|SBB_CHARACTER_WATERWRAITH|True|Water Wraith|3|3|3|3|When a character next to me dies, I gain +1/+1 permanently.|Regular|Character|Evil - Monster|
202|GOLDEN_SBB_CHARACTER_WATERWRAITH|True|Water Wraith|3|3|6|6|When a character next to me dies, I gain +2/+2 permanently.|Golden|Character|Evil - Monster|
203|SBB_SPELL_DOUBLEDOWN|True|Reckless Wager|1|3|0|0|+3 Gold if you win this brawl.|Regular|Spell|RandomSpell|
204|SBB_SPELL_TRANSFORMATION|True|True Love's Kiss|3|3|0|0|Choose a character. Transform it into a random character that is one level higher.|Regular|Spell||
205|SBB_SPELL_DRINKMEPOTION|True|Luna's Grace|1|3|0|0|Give a character +3/+3 this brawl.|Regular|Spell|RandomSpell - BeneficialSpell|
206|SBB_SPELL_BLESSEDTOME|True|Turkish Delight|4|3|0|0|+1 <b>XP</b>.|Regular|Spell|RandomSpell|XP
207|SBB_SPELL_TOMEOFKNOWLEDGE|True|Wish Upon a Star|5|3|0|0|+1 <b>XP</b>.Gain an additional +1 <b>XP</b> if you win this brawl.|Regular|Spell|RandomSpell|XP
208|SBB_SPELL_GINGERBREADPARTY|True|Gingerbread Party|3|3|0|0|For the rest of the game, characters in your shop have +1/+1.|Regular|Spell|RandomSpell|
209|SBB_SPELL_FALLINGSTARS|True|Falling Stars|0|3|0|0|Deal 1 damage to all enemy AND friendly characters.|Regular|Spell|BrawlSpell - DamageSpell - RandomSpell|
210|SBB_SPELL_EARTHQUAKE|True|Earthquake|1|3|0|0|Deal 2 damage to front row enemies.|Regular|Spell|BrawlSpell - DamageSpell - RandomSpell|
211|SBB_SPELL_SAPMAGIC|True|Flourish|2|3|0|0|Give a Treant +7 Health permanently. |Regular|Spell|RandomSpell - BeneficialSpell|
212|SBB_SPELL_MONSTERMASH|True|Worm Root|2|3|0|0|Give a Monster +3/+3 permanently.|Regular|Spell|RandomSpell - BeneficialSpell|
213|SBB_SPELL_BELLE'SINFLUENCE|True|Beauty's Influence|1|3|0|0|Turn an Evil character Good and give it +4 Health permanently. |Regular|Spell|RandomSpell - BeneficialSpell|
214|SBB_SPELL_KIDNAP|True|Kidnap|2|3|0|0|Get an exact copy of the first enemy character that dies this brawl.|Regular|Spell|RandomSpell|
215|SBB_SPELL_MAGE'SCANTRIP|True|Healing Potion|1|3|0|0|You gain +1 Health. You can cast another spell this round.|Regular|Spell||
216|SBB_SPELL_FULLMOON|True|Potion of Heroism|1|3|0|0|Give a character +2 Attack this brawl. You can cast another spell this round.|Regular|Spell||
217|SBB_SPELL_CANDYRAIN|True|Candy Rain|0|3|0|0|Give each character you got this round +1/+1 permanently.|Regular|Spell||
218|SBB_SPELL_WRINKLEINTIME|True|Mixawizzle|1|3|0|0|Transform a character into a random character that is one level higher for this brawl. You can cast another spell this round.|Regular|Spell||
219|SBB_TREASURE_STING|True|Sting|3|3|0|0|Your first character has +10 Attack.|Regular|Treasure||
220|SBB_TREASURE_TELLTALEQUIVER|True|Tell Tale Quiver|3|3|0|0|<b>Ranged</b> characters in your back row have +3/+3.|Regular|Treasure||Ranged
221|SBB_TREASURE_ANCIENTSARCOPHAGUS|True|Ancient Sarcophagus|3|3|0|0|When one of your Evil characters dies, deal 3 damage to a random enemy.|Regular|Treasure||
222|SBB_TREASURE_STONEHELM|True|Haunted Helm|3|3|0|0|Your first character has +10 Health.|Regular|Treasure||
223|SBB_TREASURE_FANCYPANTS|True|Fancy Pants|3|3|0|0|Give the first character you buy each round +3/+3 permanently.|Regular|Treasure||
224|SBB_TREASURE_BOUNTIFULMINE|True|Deepstone Mine|3|3|0|0|Your Dwarves have +2/+2.|Regular|Treasure||
225|SBB_TREASURE_SUPERRUNESTONES|True|Treasure Map|3|3|0|0|The next time you pick a treasure, your choices are two levels higher.|Regular|Treasure||
226|SBB_TREASURE_EYESOFARES|True|Eye of Ares|3|3|0|0|BOTH player's characters have +5 Attack.|Regular|Treasure||
227|SBB_TREASURE_RINGOFREVENGE|True|Ring of Thunder|3|3|0|0|When a character in your front row dies, give the characters behind it +1/+1 this brawl.|Regular|Treasure||
228|SBB_TREASURE_BADMOON|True|Bad Moon|3|3|0|0|When one of your characters triggers a <b>Slay</b> ability, give it +1/+2 permanently.|Regular|Treasure||Slay
229|SBB_TREASURE_POWERSTONE|True|Power Orb|3|3|0|0|Your characters have +1/+1.|Regular|Treasure||
230|SBB_TREASURE_CLOAKOFTHEASSASSIN|True|Cloak of the Assassin|3|3|0|0|Your characters with <b>Slay </b>have +3/+3.|Regular|Treasure||Slay
231|SBB_TREASURE_MERLIN'SHAT|True|Merlin's Hat|3|3|0|0|Spells cost you 2 less.|Regular|Treasure||
232|SBB_TREASURE_CRYSTALBALL|True|Crystal Ball|3|3|0|0|When you cast a spell directly on a character, add a spell to your shop and you can cast another spell this round.|Regular|Treasure||
233|SBB_TREASURE_CURSEDTHRONE|True|Cursed Throne|3|3|0|0|Your Royals are also Monsters and have "<b>Slay:</b> +1/+1 permanently."|Regular|Treasure||
234|SPK_SPELL_POTOGOLD|False|Spinning Gold|0|1|0|0|Double your gold. You can cast another spell this round.|Regular|Spell||
235|SBB_CHARACTER_JULIET|True|Juliet|4|4|7|7||Regular|Character|Good - Royal|
236|GOLDEN_SBB_CHARACTER_JULIET|True|Juliet|4|4|14|14||Golden|Character|Good - Royal|
237|SBB_CHARACTER_LADYOFTHELAKE|True|Lady of the Lake|4|4|2|2|<b>Ranged</b><b>Support: </b>+4 Health|Regular|Character|Good - Mage|Ranged - Support
238|GOLDEN_SBB_CHARACTER_LADYOFTHELAKE|True|Lady of the Lake|4|4|4|4|<b>Ranged</b><b>Support:</b> +8 Health|Golden|Character|Good - Mage|Ranged - Support
239|SBB_CHARACTER_MAGEMASTER|True|Sporko|4|4|2|2|<b>RangedSupport: </b>+4 Attack|Regular|Character|Evil - Mage|Ranged - Support
240|GOLDEN_SBB_CHARACTER_MAGEMASTER|True|Sporko|4|4|4|4|<b>Ranged</b><b>Support:</b> +8 Attack|Golden|Character|Evil - Mage|Ranged - Support
241|SBB_CHARACTER_ELDERTREANT|True|Heartwood Elder|4|4|5|7|<b>Treant Support:</b> At the start of each brawl, +2/+2 permanently.|Regular|Character|Good - Treant|Support
242|GOLDEN_SBB_CHARACTER_ELDERTREANT|True|Heartwood Elder|4|4|10|14|<b>Treant Support:</b> At the start of each brawl, +4/+4 permanently.|Golden|Character|Good - Treant|Support
243|SBB_CHARACTER_THECHUPACABRA|True|The Chupacabra|4|4|8|6|<b>Slay:</b> Give me and the characters behind me +2 Attack permanently.|Regular|Character|Evil - Monster|Slay
244|GOLDEN_SBB_CHARACTER_THECHUPACABRA|True|The Chupacabra|4|4|16|12|<b>Slay:</b> Give me and the characters behind me +4 Attack permanently.|Golden|Character|Evil - Monster|Slay
245|SBB_CHARACTER_LIGHTNINGDRAGON|True|Lightning Dragon|4|4|10|1|<b>Flying</b>At the start of each brawl, I make a bonus attack.|Regular|Character|Dragon|Flying - Ambush
246|GOLDEN_SBB_CHARACTER_LIGHTNINGDRAGON|True|Lightning Dragon|4|4|20|2|<b>Flying</b>At the start of each brawl, I make a bonus attack.|Golden|Character|Dragon|Flying - Ambush
247|SBB_CHARACTER_COURTWIZARD|True|Court Wizard|4|4|4|2|<b>Ranged</b>When one of your Royals is attacked and killed, I make a bonus attack.|Regular|Character|Good - Mage|Ranged
248|GOLDEN_SBB_CHARACTER_COURTWIZARD|True|Court Wizard|4|4|8|4|<b>Ranged</b>When one of your Royals is attacked and killed, I make a bonus attack.|Golden|Character|Good - Mage|Ranged
249|SBB_CHARACTER_RIVERWISHMERMAID|True|Riverwish Mermaid|4|4|4|8|<b>Support</b>: Give characters in front of me "<b>Slay:</b> +1/+1 permanently."|Regular|Character|Good - Royal|Support
250|GOLDEN_SBB_CHARACTER_RIVERWISHMERMAID|True|Riverwish Mermaid|4|4|8|16|<b>Support:</b> Give characters in front of me "<b>Slay:</b> +2/+2 permanently."|Golden|Character|Good - Royal|Support
251|SBB_CHARACTER_MEDUSA|True|Medusa|4|4|3|3|When I attack a character, first transform it into a 0/6 Statue.|Regular|Character|Evil - Monster|
252|GOLDEN_SBB_CHARACTER_MEDUSA|True|Medusa|4|4|6|6|When I attack a character, first transform it into a 0/3 Statue.|Golden|Character|Evil - Monster|
253|SBB_CHARACTER_VULTURE|True|Bearded Vulture|4|4|3|3|When one of your Animals dies, I gain +3/+3 this brawl.|Regular|Character|Evil - Animal|
254|GOLDEN_SBB_CHARACTER_VULTURE|True|Bearded Vulture|4|4|6|6|When one of your Animals dies, I gain +6/+6 this brawl.|Golden|Character|Evil - Animal|
255|SBB_CHARACTER_GOLDENGOOSE|True|Greedy|4|4|5|9|When I survive damage, +1 Gold.|Regular|Character|Dwarf|
256|GOLDEN_SBB_CHARACTER_GOLDENGOOSE|True|Greedy|4|4|10|18|When I survive damage, +2 Gold.|Golden|Character|Dwarf|
257|SBB_CHARACTER_FAIRYGODMOTHER|True|Fairy Godmother|4|4|4|4|When one of your Good characters dies, give your Good characters +2 Health this brawl.|Regular|Character|Good - Fairy - Mage|
258|GOLDEN_SBB_CHARACTER_FAIRYGODMOTHER|True|Fairy Godmother|4|4|8|8|When one of your Good characters dies, give your Good characters +4 Health this brawl.|Golden|Character|Good - Fairy - Mage|
259|SBB_CHARACTER_FRIENDLYGHOST|True|Friendly Spirit|4|4|3|4|<b>Last Breath:</b> Give my Attack and Health to one of your other characters this brawl.|Regular|Character|Good - Monster|LastBreath
260|GOLDEN_SBB_CHARACTER_FRIENDLYGHOST|True|Friendly Spirit|4|4|6|8|<b>Last Breath:</b> Give double my Attack and Health to one of your other characters this brawl.|Golden|Character|Good - Monster|LastBreath
261|SBB_CHARACTER_PUFFPUFF|True|Puff Puff|4|4|7|7|Puff Puffs don't triple.<b>Last Breath:</b> Give all your Puff Puffs everywhere +1/+1 permanently.|Regular|Character|Good - Puff - Puff|LastBreath
262|GOLDEN_SBB_CHARACTER_PUFFPUFF|True|Puff Puff|4|4|14|14|<b>Last Breath:</b> Give all your Puff Puffs everywhere +2/+2 permanently.|Golden|Character|Good - Puff - Puff|LastBreath
263|SBB_CHARACTER_VENGEFULGODMOTHER|True|The Nutcracker|4|4|4|10|<b>Quest: </b>I survive damage 4 times.|Regular|Character|Good - Royal - Treant|Quest
264|GOLDEN_SBB_CHARACTER_VENGEFULGODMOTHER|True|The Nutcracker|4|4|8|20|<b>Quest: </b>I survive damage 4 times.|Golden|Character|Good - Royal - Treant|Quest
265|SBB_CHARACTER_COPYCAT|True|Copycat|4|4|2|10|After I attack, trigger the <b>Last Breath</b> abilities of the characters behind me.|Regular|Character|Animal - Mage|
266|GOLDEN_SBB_CHARACTER_COPYCAT|True|Copycat|4|4|4|20|After I attack, trigger the <b>Last Breath</b> abilities of the characters behind me twice.|Golden|Character|Animal - Mage|
267|SBB_CHARACTER_HUNGRYHUNGRYHIPPOCAMPUS|True|Hungry Hungry Hippocampus|4|4|10|1|When you buy or summon an Animal, I gain +2 Health permanently.|Regular|Character|Good - Animal|
268|GOLDEN_SBB_CHARACTER_HUNGRYHUNGRYHIPPOCAMPUS|True|Hungry Hungry Hippocampus|4|4|20|2|When you buy or summon an Animal, I gain +4 Health permanently.|Golden|Character|Good - Animal|
269|SBB_CHARACTER_KINGARTHUR|True|King Arthur|4|4|5|5|At the start of each brawl, give your Upgraded Royals +2/+2 permanently.|Regular|Character|Good - Royal|
270|GOLDEN_SBB_CHARACTER_KINGARTHUR|True|King Arthur|4|4|10|10|At the start of each brawl, give your Upgraded Royals +4/+4 permanently.|Golden|Character|Good - Royal|
271|SBB_CHARACTER_SOLTAKANCIENT|True|Soltak Ancient|4|4|0|20|Prevent all damage to characters behind me, except for when they are attacking.|Regular|Character|Good - Treant|
272|GOLDEN_SBB_CHARACTER_SOLTAKANCIENT|True|Soltak Ancient|4|4|0|40|Prevent all damage to characters behind me, except for when they are attacking.|Golden|Character|Good - Treant|
273|SBB_CHARACTER_MONSTERBOOK|True|Monster Book|4|4|7|3|<b>Last Breath:</b> Cast a random spell.|Regular|Character|Evil - Monster|LastBreath
274|GOLDEN_SBB_CHARACTER_MONSTERBOOK|True|Monster Book|4|4|14|6|<b>Last Breath</b>: Cast two random spells.|Golden|Character|Evil - Monster|LastBreath
275|SBB_CHARACTER_GINGERBREADKNIGHT|True|Gingerbread Knight|4|4|7|7|+7/+7 if you have 20 or less health.|Regular|Character|Good - Royal|
276|GOLDEN_SBB_CHARACTER_GINGERBREADKNIGHT|True|Gingerbread Knight|4|4|14|14|+14/+14 if you have 20 or less health.|Golden|Character|Good - Royal|
277|SBB_CHARACTER_FATDRAGON|True|Feasting Dragon|4|4|6|8|<b>Slay:</b> For the rest of the game, characters in your shop have +1/+1.|Regular|Character|Dragon|Slay
278|GOLDEN_SBB_CHARACTER_FATDRAGON|True|Feasting Dragon|4|4|12|16|<b>Slay:</b> For the rest of the game, characters in your shop have +2/+2.|Golden|Character|Dragon|Slay
279|SBB_CHARACTER_LEAPFROG|True|Time Flies|4|4|2|2|When one of your characters dies, summon me from your hand.|Regular|Character|Animal|
280|GOLDEN_SBB_CHARACTER_LEAPFROG|True|Time Flies|4|4|4|4|When one of your characters dies, summon me from your hand.|Golden|Character|Animal|
281|SBB_CHARACTER_AIMY|True|Amy|4|4|6|6|<b>Ranged</b>|Regular|Character|Dwarf|Ranged
282|GOLDEN_SBB_CHARACTER_AIMY|True|Amy|4|4|12|12|<b>Ranged</b>|Golden|Character|Dwarf|Ranged
283|SBB_SPELL_NEWFACES|True|Masquerade Ball|2|4|0|0|Transform each character in the shop into a random character that is one level higher.|Regular|Spell|RandomSpell|
284|SBB_SPELL_FLAMINGAURA|True|Burning Palm|2|4|0|0|Give a character +4 Attack permanently.|Regular|Spell|RandomSpell - BeneficialSpell|
285|SBB_SPELL_STONESKIN|True|Stoneskin|2|4|0|0|Give a character +4 Health permanently.|Regular|Spell|RandomSpell - BeneficialSpell|
286|SBB_SPELL_FEEDTHEKRAKEN|True|Feed the Kraken|0|4|0|0|Devour a character to gain +2 Gold.|Regular|Spell||
287|SBB_SPELL_RIDEOFTHEVALKYRIES|True|Ride of the Valkyries|2|4|0|0|Give your characters +3 Attack this brawl.|Regular|Spell|BrawlSpell - RandomSpell|
288|SBB_SPELL_POTIONOFHEROISM|True|Merlin's Test|3|4|0|0|Give a character +4/+4 this brawl. If you win, this bonus is permanent.|Regular|Spell|RandomSpell - BeneficialSpell|
289|SBB_SPELL_ROYALPOWER|True|Queen's Grace|2|4|0|0|Give a Royal +7/+7 this brawl.|Regular|Spell|RandomSpell - BeneficialSpell|
290|SBB_SPELL_SEVENDWARVES|True|Hi Ho!|3|4|0|0|Get a random Dwarf, then give your Dwarves +1/+1 permanently.|Regular|Spell|RandomSpell|
291|SBB_SPELL_MENAGERIE|True|Toil and Trouble|2|4|0|0|At the start of the brawl, give two of your characters +2/+2 permanently.|Regular|Spell|RandomSpell|
292|SBB_SPELL_LIGHTNINGBOLT|True|Lightning Bolt|2|4|0|0|Deal 10 damage to a random back row enemy.|Regular|Spell|BrawlSpell - DamageSpell - RandomSpell|
293|SBB_SPELL_FIREBALL|True|Fireball|1|4|0|0|Deal 3 damage to a random front row enemy and the characters behind it.|Regular|Spell|BrawlSpell - DamageSpell - RandomSpell|
294|SBB_SPELL_ANGEL'SBLESSING|True|Blessing of Athena|3|4|0|0|Give your characters +1/+1 permanently.|Regular|Spell|BrawlSpell - RandomSpell|
295|SBB_SPELL_FARFARAWAY|True|The End|3|4|0|0|Devour a character to gain Health equal to its level and +1 <b>XP</b>.|Regular|Spell||XP
296|SBB_SPELL_BEASTWITHIN|True|Cat's Call|2|4|0|0|When your front row is empty, fill it with 1/1 cats.|Regular|Spell|RandomSpell|
297|SBB_SPELL_HERMESMAGICBEANS|True|Hermes' Magic Beans|0|4|0|0|You attack first this brawl.|Regular|Spell|RandomSpell|
298|SBB_SPELL_BLAZEOFGLORY|True|Blaze of Glory|2|4|0|0|Give a character +10 Attack this brawl.|Regular|Spell|RandomSpell - BeneficialSpell|
299|SBB_TREASURE_SKYCASTLE|True|Sky Castle|4|4|0|0|You only need two copies to Upgrade a Royal.|Regular|Treasure||
300|SBB_TREASURE_MONKEY'SPAW|True|Coin of Charon|4|4|0|0|Each brawl, give your first character that dies +4/+4 permanently.|Regular|Treasure||
301|SBB_TREASURE_GLOVESOFTHIEVING|True|Gloves of Thieving|4|4|0|0|Get an exact copy of the first enemy character that dies each brawl.|Regular|Treasure||
302|SBB_TREASURE_REDUPLICATOR|True|Reduplicator|4|4|0|0|Summon<b> </b>an additional exact copy of the first character you summon each brawl.|Regular|Treasure||
303|SBB_TREASURE_FOOL'SGOLD|True|Fool's Gold|4|4|0|0|+4 Gold each round. Your shop stops selling spells.|Regular|Treasure||
304|SBB_TREASURE_COMPACTMIRROR|True|Forking Rod|4|4|0|0|When you buy a spell that costs 2 or less, cast it twice.|Regular|Treasure||
305|SBB_TREASURE_SURGINGSTONE|True|Three of Swords|4|4|0|0|Your characters have +3 Attack.|Regular|Treasure||
306|SBB_TREASURE_RINGOFDISCIPLINE|True|Three of Shields|4|4|0|0|Your characters have +3 Health.|Regular|Treasure||
307|SBB_TREASURE_DECKOFMANYTHINGS|True|Deck of Many Things|4|4|0|0|At the start of each brawl, cast a random spell.|Regular|Treasure||
308|SBB_TREASURE_POWERGEM|True|Moonsong Horn|4|4|0|0|Your characters have +1/+1.Your spells cost 1 less.|Regular|Treasure||
309|SBB_TREASURE_SUMMONINGCIRCLE|True|Summoning Portal|4|4|0|0|When you summon a character, give it +1/+1 for each character you've summoned this brawl.|Regular|Treasure||
310|SBB_TREASURE_BANNEROFCOMMAND|True|Horn of Olympus|5|5|0|0|Your <b>Supports</b> affect all your front row characters.|Regular|Treasure||Support
311|SBB_TREASURE_PIRATESHIP|True|Krampus' Sleigh|4|4|0|0|When you win a brawl, destroy this to gain +5 Gold and pick one of your opponent's treasures.|Regular|Treasure||
312|SBB_CHARACTER_NIAN,THESEATERROR|True|Nian, Sea Terror|5|5|10|10|I only need two copies to Upgrade.|Regular|Character|Evil - Monster|
313|GOLDEN_SBB_CHARACTER_NIAN,THESEATERROR|True|Nian, Sea Terror|5|5|20|20| |Golden|Character|Evil - Monster|
314|SBB_CHARACTER_LANCELOT|True|Lancelot|5|5|9|9|<b>Slay: </b>+2/+2 permanently.<b>Quest:</b> I have at least 25 Attack or Health during a brawl.|Regular|Character|Good - Royal|Slay - Quest
315|GOLDEN_SBB_CHARACTER_LANCELOT|True|Lancelot|5|5|18|18|<b>Slay:</b> +4/+4 permanently.<b>Quest:</b> I have at least 25 Attack or Health during a brawl.|Golden|Character|Good - Royal|Slay - Quest
316|SBB_CHARACTER_DWARFMINER|True|Angry|5|5|10|15|When I survive damage, give all your Dwarves +2/+2 this brawl.|Regular|Character|Dwarf|
317|GOLDEN_SBB_CHARACTER_DWARFMINER|True|Angry|5|5|20|30|When I survive damage, give all your Dwarves +4/+4 this brawl.|Golden|Character|Dwarf|
318|SBB_CHARACTER_THREEBIGPIGS|True|Three Big Pigs|5|5|9|9|<b>Last Breath:</b> Summon three 3/3 Pigs.|Regular|Character|Evil - Animal|LastBreath
319|GOLDEN_SBB_CHARACTER_THREEBIGPIGS|True|Three Big Pigs|5|5|18|18|<b>Last Breath:</b> Summon three 6/6 Pigs.|Golden|Character|Evil - Animal|LastBreath
320|SBB_CHARACTER_BABYBEAR|True|Baby Bear|5|5|2|2|<b>Last Breath</b>: Summon a 4/4 Papa Bear (that summons a 6/6 Mama Bear).|Regular|Character|Good - Animal|LastBreath
321|GOLDEN_SBB_CHARACTER_BABYBEAR|True|Baby Bear|5|5|4|4|<b>Last Breath</b>: Summon a 8/8 Papa Bear (that summons a 12/12 Mama Bear).|Golden|Character|Good - Animal|LastBreath
322|SBB_CHARACTER_TWEEDLEDEE|True|Tweedle Dee|5|5|10|3|<b>Last Breath</b>: Summon Tweedle Dum with my Attack and Health swapped.|Regular|Character|Dwarf|LastBreath
323|GOLDEN_SBB_CHARACTER_TWEEDLEDEE|True|Tweedle Dee|5|5|20|6|<b>Last Breath</b>: Summon Tweedle Dum with double my Attack and Health swapped.|Golden|Character|Dwarf|LastBreath
324|SBB_CHARACTER_LOBO|True|Southern Siren|5|5|10|10|<b>Slay</b>: Summon an exact copy of the slain character.|Regular|Character|Evil - Monster|Slay
325|GOLDEN_SBB_CHARACTER_LOBO|True|Southern Siren|5|5|20|20|<b>Slay:</b> Summon two exact copies of the slain character.|Golden|Character|Evil - Monster|Slay
326|SBB_CHARACTER_ROTTENAPPLETREE|True|Rotten Appletree|5|5|0|18|When I'm attacked, first reduce the attacker's Health to 1.|Regular|Character|Evil - Treant|
327|GOLDEN_SBB_CHARACTER_ROTTENAPPLETREE|True|Rotten Appletree|5|5|0|36|When I'm attacked, first reduce the attacker's Health to 1.|Golden|Character|Evil - Treant|
328|SBB_CHARACTER_CUPID|True|Cupid|5|5|1|10|<b>Flying, Ranged</b>When I attack and damage a character, it attacks a character on its own side.|Regular|Character|Evil - Fairy|Flying - Ranged
329|GOLDEN_SBB_CHARACTER_CUPID|True|Cupid|5|5|2|20|<b>Flying, Ranged</b>When I attack and damage a character, it attacks a character on its own side.|Golden|Character|Evil - Fairy|Flying - Ranged
330|SBB_CHARACTER_SUMMONER|True|Aon|5|5|6|12|When you cast a spell, give your Mages +1 Attack permanently.<b>Slay:</b> Your spells cost 1 less next round.|Regular|Character|Evil - Mage|Slay
331|GOLDEN_SBB_CHARACTER_SUMMONER|True|Aon|5|5|12|24|When you cast a spell, give your Mages +2 Attack permanently.<b>Slay:</b> Your spells cost 2 less next round.|Golden|Character|Evil - Mage|Slay
332|SBB_CHARACTER_BABAYAGA|True|Baba Yaga|5|5|3|6|<b>RangedSupport:</b> +3 Attack and double <b>Slay</b> abilities.|Regular|Character|Evil - Monster - Mage|Ranged - Support
333|GOLDEN_SBB_CHARACTER_BABAYAGA|True|Baba Yaga|5|5|6|12|<b>RangedSupport:</b> +6 Attack and triple <b>Slay</b> abilities.|Golden|Character|Evil - Monster - Mage|Ranged - Support
334|SBB_CHARACTER_GOODANDEVILSISTERS|True|Shoulder Faeries|5|5|1|1|I have the Attack of your strongest Evil character and the Health of your healthiest Good character.|Regular|Character|Fairy|
335|GOLDEN_SBB_CHARACTER_GOODANDEVILSISTERS|True|Shoulder Faeries|5|5|2|2|I have double the Attack of your strongest Evil character and double the Health of your healthiest Good character.|Golden|Character|Fairy|
336|SBB_CHARACTER_WOMBATSINDISGUISE|True|Wombats in Disguise|5|5|6|6|<b>Last Breath</b>: Summon a random character and give it my Attack and Health.|Regular|Character|Animal|LastBreath
337|GOLDEN_SBB_CHARACTER_WOMBATSINDISGUISE|True|Wombats in Disguise|5|5|12|12|<b>Last Breath</b>: Summon a random Upgraded character and give it double my Attack and Health.|Golden|Character|Animal|LastBreath
338|SBB_CHARACTER_ROBINWOOD|True|Robin Wood|5|5|7|10|<b>Ranged</b>At the start of each brawl, give the strongest enemy -7 Attack, and your weakest character +7 Attack.|Regular|Character|Good - Treant|Ranged
339|GOLDEN_SBB_CHARACTER_ROBINWOOD|True|Robin Wood|5|5|14|20|<b>Ranged</b>At the start of each brawl, give the strongest enemy -14 Attack, and your weakest character +14 Attack.|Golden|Character|Good - Treant|Ranged
340|SBB_SPELL_ENFEEBLEMENT|True|Shrivel|2|5|0|0|Give a random enemy -12/-12 this brawl. |Regular|Spell|BrawlSpell - RandomSpell|
341|SBB_SPELL_POISONAPPLE|True|Poison Apple|2|5|0|0|Reduce a random enemy's Health to 1 this brawl.|Regular|Spell|BrawlSpell - RandomSpell|
342|SBB_SPELL_LUCKYCOIN|True|Lucky Coin|0|5|0|0|+1 Gold. You can cast another spell this round.|Regular|Spell||
343|SBB_TREASURE_SWORDOFFIREANDICE|True|Sword of Fire and Ice|5|5|0|0|Characters in your front row have +6 Health. Characters in your back row have +6 Attack.|Regular|Treasure||
344|SBB_TREASURE_AMBROSIA|True|Ambrosia|5|5|0|0|At the start of each brawl, Upgrade your last character for this brawl only.|Regular|Treasure||
345|SBB_TREASURE_DRACULA'SSABER|True|Dracula's Saber|5|5|0|0|When an enemy character dies, give your characters +1/+1 this brawl.|Regular|Treasure||
346|SBB_TREASURE_MIDASHAND|True|Hand of Midas|5|5|0|0|The next time you buy a character, Upgrade it and destroy this.|Regular|Treasure||
347|SBB_TREASURE_SCROLLOFTHEELDERS|True|Staff of the Old Toad|5|5|0|0|Level 2 and 3 characters no longer appear in your shop.|Regular|Treasure||
348|SBB_TREASURE_HELMOFCOMMAND|True|Evil Eye|4|4|0|0|Double your <b>Support</b> bonuses.|Regular|Treasure||Support
349|SBB_TREASURE_HEXINGWAND|True|Monkey's Paw|5|5|0|0|Your characters have +5/+5 if you started with fewer than 7.|Regular|Treasure||
350|SBB_TREASURE_HELMOFTHEUGLYGOSLING|True|Ugly Gosling Helm|5|5|0|0|At the start of each brawl, give your lowest attack character +15/+15 this brawl.|Regular|Treasure||
